Statistical profiling result from isolate-0x2c85af0-4278-v8.log, (33070 ticks, 80 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     16    0.0%    0.1%  v8::HandleScope::HandleScope(v8::Isolate*)
     16    0.0%    0.1%  v8::Context::Exit()
     16    0.0%    0.1%  std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
     16    0.0%    0.1%  node::InternalMakeCallback(node::Environment*, v8::Local<v8::Object>, v8::Local<v8::Function>, int, v8::Local<v8::Value>*, node::async_context)
     15    0.0%    0.1%  v8::(anonymous namespace)::CallDepthScope<true>::~CallDepthScope()
     14    0.0%    0.1%  v8::ArrayBufferView::Buffer()
     14    0.0%    0.1%  node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
     14    0.0%    0.1%  node::InternalCallbackScope::InternalCallbackScope(node::Environment*, v8::Local<v8::Object>, node::async_context const&, node::InternalCallbackScope::ResourceExpectation)
     14    0.0%    0.1%  node::EmitToJSStreamListener::OnStreamAlloc(unsigned long)
     14    0.0%    0.1%  __clock_gettime
     13    0.0%    0.1%  void node::StreamBase::JSMethod<&(int node::StreamBase::WriteString<(node::encoding)4>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
     13    0.0%    0.1%  shutdown
     13    0.0%    0.1%  node::Buffer::(anonymous namespace)::ByteLengthUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
     13    0.0%    0.1%  __errno_location
     12    0.0%    0.1%  v8::internal::MarkingBarrier(v8::internal::HeapObject, v8::internal::FullObjectSlot, v8::internal::Object)
     12    0.0%    0.1%  v8::internal::ApiNatives::InstantiateObject(v8::internal::Isolate*, v8::internal::Handle<v8::internal::ObjectTemplateInfo>, v8::internal::Handle<v8::internal::JSReceiver>)
     12    0.0%    0.1%  v8::EscapableHandleScope::Escape(unsigned long*)
     12    0.0%    0.1%  node::crypto::SecureContext::SetCipherSuites(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.0%    0.1%  node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
     12    0.0%    0.1%  node::LibuvStreamWrap::OnUvRead(long, uv_buf_t const*)
     11    0.0%    0.1%  v8::internal::RuntimeCallTimerScope::RuntimeCallTimerScope(v8::internal::Isolate*, v8::internal::RuntimeCallCounterId)
     11    0.0%    0.1%  v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int, v8::internal::(anonymous namespace)::CachingMode)
     11    0.0%    0.1%  node::Environment::CheckImmediate(uv_check_s*)
     11    0.0%    0.1%  node::EmitToJSStreamListener::OnStreamRead(long, uv_buf_t const&)
     11    0.0%    0.1%  node::AsyncWrap::MakeCallback(v8::Local<v8::Function>, int, v8::Local<v8::Value>*)
     10    0.0%    0.0%  v8::internal::Builtin_HandleApiCall(int, unsigned long*, v8::internal::Isolate*)
     10    0.0%    0.0%  v8::Value::IsFunction() const
      9    0.0%    0.0%  v8::internal::Isolate::native_context()
      9    0.0%    0.0%  v8::TryCatch::SetVerbose(bool)
      9    0.0%    0.0%  v8::HandleScope::~HandleScope()
      9    0.0%    0.0%  v8::ArrayBufferView::HasBuffer() const
      9    0.0%    0.0%  v8::ArrayBuffer::New(v8::Isolate*, void*, unsigned long, v8::ArrayBufferCreationMode)
      9    0.0%    0.0%  operator delete[](void*)
      9    0.0%    0.0%  node::fs::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  node::fs::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  node::crypto::SecureContext::AddRootCerts(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  node::(anonymous namespace)::GetLibuvNow(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  __libc_realloc
      8    0.0%    0.0%  v8::internal::JSReceiver::GetDataProperty(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      8    0.0%    0.0%  v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
